name,longitude,latitude
Amphiprion clarkii,145.450023,-14.683393
Amphiprion akindynos,145.450023,-14.683393
Amphiprion percula,145.440794,-14.674338
Amphiprion sandaracinos,124.761079,1.62849
Amphiprion clarkii,124.761079,1.62849
Amphiprion clarkii,124.778057,1.626197
Amphiprion melanopus,167.119468,-20.788014
Amphiprion clarkii,114.17385,-21.831839
Amphiprion bicinctus,34.389978,25.943165
Amphiprion bicinctus,34.79751,25.244974
Amphiprion bicinctus,34.984208,24.943976
Amphiprion polymnus,125.217783,1.450333
Amphiprion clarkii,130.31137,-0.364332
Amphiprion polymnus,124.097096,11.344356
Amphiprion latezonatus,153.101243,-30.939952
Amphiprion frenatus,120.948317,13.523717
Amphiprion clarkii,114.290187,22.363862
Amphiprion clarkii,114.290187,22.363862
Amphiprion clarkii,120.984697,13.522275
Amphiprion clarkii,109.290222,12.195144
Amphiprion polymnus,109.291148,12.194841
Amphiprion ocellaris,118.625,4.24188
Amphiprion clarkii,56.3659,25.4826
Amphiprion perideraion,99.805659,10.114763
Amphiprion clarkii,120.91318,13.757987
Amphiprion clarkii,129.713889,29.609444
Amphiprion allardi,32.789578,-27.248489
Amphiprion allardi,32.789578,-27.248489
Amphiprion ocellaris,120.874703,13.707783
Amphiprion frenatus,120.874703,13.707783
Amphiprion perideraion,120.88192,13.700523
Amphiprion clarkii,120.880928,13.701763
Amphiprion polymnus,120.909287,13.691087
Amphiprion polymnus,120.909287,13.691087
Amphiprion ocellaris,120.878387,13.662407
Amphiprion clarkii,120.878387,13.662407
Amphiprion perideraion,120.84742,13.671583
Amphiprion sandaracinos,120.893792,13.682195
Amphiprion clarkii,120.84087,13.68503
Amphiprion ocellaris,120.92882,13.721333
Amphiprion ocellaris,120.92882,13.721333
Amphiprion frenatus,120.875453,13.723118
Amphiprion clarkii,120.893592,13.681935
Amphiprion perideraion,120.893592,13.681935
Amphiprion polymnus,120.974765,13.522443
Amphiprion perideraion,120.99016,13.522197
Amphiprion frenatus,120.990807,13.51682
Amphiprion frenatus,120.985998,13.522445
Amphiprion clarkii,120.985998,13.522445
Amphiprion polymnus,120.966142,13.513208
Amphiprion perideraion,120.99116,13.51857
Amphiprion frenatus,120.99116,13.51857
Amphiprion ocellaris,120.960318,13.512472
Amphiprion frenatus,124.121193,11.329221
Amphiprion allardi,39.284059,-6.364214
Amphiprion frenatus,124.121259,11.329303
Amphiprion percula,104.063,2.88653
Amphiprion bicinctus,34.972223,29.423638
Amphiprion clarkii,123.271429,9.079721
Amphiprion bicinctus,34.973248,29.428212
Amphiprion bicinctus,34.973466,29.428048
Amphiprion bicinctus,35.433912,24.203132
Amphiprion akindynos,153.578147,-28.196257
Amphiprion clarkii,119.502685,-8.576393
Amphiprion bicinctus,34.520542,28.499094
Amphiprion bicinctus,34.459309,28.435513
Amphiprion perideraion,115.593037,-8.274202
Amphiprion sebae,115.446919,-8.717626
Amphiprion ocellaris,115.446919,-8.717626
Amphiprion clarkii,115.446919,-8.717626
Amphiprion polymnus,124.867205,1.60379
Amphiprion perideraion,145.990044,-16.92653
Amphiprion percula,-151.773,-16.4967
Amphiprion bicinctus,34.917161,29.50028
Amphiprion clarkii,119.567372,-8.674334
Amphiprion latifasciatus,48.364818,-13.423404
Amphiprion melanopus,167.518088,-22.575807
Amphiprion chrysopterus,-176.487325,0.193887
Amphiprion perideraion,-176.624493,0.816194
Amphiprion chrysopterus,-170.695825,-14.230386
Amphiprion percula,146.273996,-16.72528
Amphiprion melanopus,146.274029,-16.725275
Amphiprion clarkii,146.274029,-16.725275
Amphiprion frenatus,120.95412,13.501891
Amphiprion bicinctus,34.533462,28.563718
Amphiprion melanopus,168.363356,-17.622014
Amphiprion melanopus,125.693899,-8.216258
Amphiprion clarkii,114.335629,22.473685
Amphiprion clarkii,115.517229,-8.527219
Amphiprion akindynos,152.712056,-24.110316
Amphiprion clarkii,125.604814,-8.332175
Amphiprion ocellaris,116.013196,5.964603
Amphiprion akindynos,152.711778,-24.109885
Amphiprion akindynos,152.717721,-24.115487
Amphiprion melanopus,152.712099,-24.110355
Amphiprion bicinctus,33.953399,27.140332
Amphiprion bicinctus,33.953399,27.140332
Amphiprion melanopus,115.472676,-8.664723
Amphiprion melanopus,115.472676,-8.664723
Amphiprion percula,157.9499,-8.429783
Amphiprion allardi,39.372489,-6.347377
Amphiprion melanopus,152.711649,-24.110394
Amphiprion akindynos,152.71182,-24.110629
Amphiprion allardi,39.372489,-6.347377
Amphiprion allardi,39.372489,-6.347377
Amphiprion ocellaris,114.656986,-8.142869
Amphiprion ocellaris,127.921482,26.931289
Amphiprion frenatus,127.947381,26.910186
Amphiprion frenatus,127.954599,26.915966
Amphiprion clarkii,127.954599,26.915966
Amphiprion frenatus,127.954599,26.915966
Amphiprion sandaracinos,157.951667,-8.430133
Amphiprion perideraion,115.593413,-8.274307
Amphiprion clarkii,115.593413,-8.274307
Amphiprion clarkii,127.947381,26.910186
Amphiprion perideraion,115.59721,-8.278323
Amphiprion clarkii,115.661349,-8.337815
Amphiprion clarkii,115.661338,-8.337818
Amphiprion melanopus,115.911051,-8.728808
Amphiprion melanopus,115.911051,-8.728808
Amphiprion melanopus,115.911051,-8.728808
Amphiprion melanopus,116.578212,-8.859407
Amphiprion clarkii,116.578212,-8.859407
Amphiprion clarkii,116.73354,-8.443858
Amphiprion clarkii,125.6,-8.2
Amphiprion perideraion,151.2,-33.9
Amphiprion melanopus,168.3,-17.8
Amphiprion melanopus,125.6,-8.2
Amphiprion melanopus,145.987027,-16.464985
Amphiprion melanopus,145.987027,-16.464985
Amphiprion ocellaris,115.188916,-8.409518
Amphiprion clarkii,115.513304,-8.529798
Amphiprion clarkii,115.513304,-8.529798
Amphiprion perideraion,115.593037,-8.274202
Amphiprion ocellaris,114.43167,-8.053263
Amphiprion bicinctus,33.796579,27.324645
Amphiprion bicinctus,34.777674,25.344137
Amphiprion bicinctus,34.777674,25.344137
Amphiprion bicinctus,33.796579,27.324645
Amphiprion bicinctus,33.928509,27.580149
Amphiprion ocellaris,124.200687,24.484454
Amphiprion ocellaris,124.181809,24.452719
Amphiprion clarkii,124.213386,24.489968
Amphiprion sandaracinos,124.200687,24.484454
Amphiprion bicinctus,33.876311,27.559901
Amphiprion bicinctus,33.777936,27.348515
Amphiprion bicinctus,33.87544,27.557512
Amphiprion bicinctus,33.87544,27.557512
Amphiprion bicinctus,33.88265,27.556903
Amphiprion melanopus,116.578212,-8.859407
Amphiprion akallopisos,115.593037,-8.274202
Amphiprion clarkii,115.513658,-8.530063
Amphiprion melanopus,115.513658,-8.530063
Amphiprion melanopus,115.513658,-8.530063
Amphiprion clarkii,115.513658,-8.530063
Amphiprion clarkii,114.513928,-8.120147
Amphiprion melanopus,115.513658,-8.530063
Amphiprion melanopus,115.513658,-8.530063
Amphiprion ocellaris,114.506074,-8.089832
Amphiprion ocellaris,114.506074,-8.089832
Amphiprion chrysopterus,-169.64597,-14.164971
Amphiprion chrysopterus,-168.171397,-14.544504
Amphiprion chrysopterus,-169.520048,-14.223293
Amphiprion chrysopterus,-168.171397,-14.544504
Amphiprion chrysopterus,-170.752333,-14.363767
Amphiprion chrysopterus,-170.762477,-14.370786
Amphiprion chrysopterus,-170.672873,-14.246984
Amphiprion chrysopterus,-170.845668,-14.317959
Amphiprion chrysopterus,-170.789038,-14.347861
Amphiprion chrysopterus,-170.721707,-14.347478
Amphiprion chrysopterus,-170.752333,-14.363767
Amphiprion chrysopterus,-170.578458,-14.277499
Amphiprion melanopus,-170.789203,-14.343565
Amphiprion chrysopterus,-170.789038,-14.347861
Amphiprion chrysopterus,-170.657163,-14.250148
Amphiprion chrysopterus,-170.657163,-14.250148
Amphiprion chrysopterus,-170.834107,-14.309166
Amphiprion chrysopterus,-170.578458,-14.277499
Amphiprion clarkii,145.987027,-16.464985
Amphiprion clarkii,119.73728,-8.521606
Amphiprion ocellaris,119.75352,-8.503767
Amphiprion perideraion,119.733369,-8.521674
Amphiprion perideraion,119.754096,-8.503818
Amphiprion melanopus,119.753254,-8.503596
Amphiprion ocellaris,119.599225,-8.501328
Amphiprion clarkii,119.814803,-8.549583
Amphiprion clarkii,151.990653,-21.842058
Amphiprion perideraion,105.6,2.3
Amphiprion percula,145.856434,-16.027466
Amphiprion perideraion,113.725921,-23.109676
Amphiprion ocellaris,105.193145,2.134128
Amphiprion perideraion,157.951667,-8.430133
Amphiprion melanopus,168.283882,-17.750519
Amphiprion ocellaris,114.51163,-8.091257
Amphiprion clarkii,168.286212,-17.750991
Amphiprion melanopus,168.286212,-17.750991
Amphiprion clarkii,168.26278,-17.763987
Amphiprion clarkii,168.271363,-17.760718
Amphiprion perideraion,168.271363,-17.760718
Amphiprion clarkii,168.255623,-17.698297
Amphiprion melanopus,168.255623,-17.698297
Amphiprion clarkii,167.235464,-15.522782
Amphiprion perideraion,167.235464,-15.522782
Amphiprion clarkii,167.235464,-15.522782
Amphiprion melanopus,168.271363,-17.760718
Amphiprion clarkii,167.03832,-15.615108
Amphiprion melanopus,167.153576,-15.540778
Amphiprion melanopus,167.153576,-15.540778
Amphiprion clarkii,167.153576,-15.540778
Amphiprion ocellaris,116.081961,-8.364186
Amphiprion akallopisos,48.161096,-13.323389
Amphiprion percula,116.024,5.96992
Amphiprion perideraion,125.242316,1.477082
Amphiprion perideraion,125.242316,1.477082
Amphiprion percula,146.011297,-16.513393
Amphiprion ocellaris,115.700162,-8.360894
Amphiprion clarkii,115.677486,-8.343793
Amphiprion clarkii,115.569437,-8.240469
Amphiprion clarkii,115.699609,-8.36154
Amphiprion sandaracinos,115.699273,-8.361282
Amphiprion polymnus,125.242316,1.477082
Amphiprion ocellaris,125.242316,1.477082
Amphiprion ocellaris,125.242316,1.477082
Amphiprion ocellaris,125.242316,1.477082
Amphiprion polymnus,125.242316,1.477082
Amphiprion ocellaris,125.242316,1.477082
Amphiprion polymnus,125.242316,1.477082
Amphiprion clarkii,116.051298,-8.351364
Amphiprion ocellaris,127.880895,0.328928
Amphiprion bicinctus,34.91143,29.497374
Amphiprion mccullochi,159.059662,-31.545316
Amphiprion chrysopterus,177.224819,-17.705273
Amphiprion mccullochi,159.066307,-31.517026
Amphiprion akindynos,152.708053,-24.112527
Amphiprion melanopus,152.710285,-24.111078
Amphiprion akindynos,152.708869,-24.108297
Amphiprion polymnus,128.158153,-3.702011
Amphiprion perideraion,128.1048,-3.704344
Amphiprion clarkii,128.103317,-3.711616
Amphiprion melanopus,134.576242,7.748833
Amphiprion ocellaris,120.230628,11.98313
Amphiprion clarkii,114.344134,22.321582
Amphiprion bicinctus,34.91143,29.497374
Amphiprion perideraion,-179.802317,-16.749319
Amphiprion chrysopterus,-179.804892,-16.747187
Amphiprion clarkii,119.67326,-8.804604
Amphiprion clarkii,119.701944,-8.513889
Amphiprion barberi,-174.050733,-18.685428
Amphiprion chrysopterus,-174.049154,-18.685168
Amphiprion percula,102.656,5.96101
Amphiprion percula,102.728,5.93851
Amphiprion chagosensis,102.664,5.98299
Amphiprion ocellaris,102.664,5.98299
Amphiprion perideraion,99.811914,10.116349
Amphiprion ocellaris,119.757525,-8.497514
Amphiprion melanopus,119.814486,-8.549852
Amphiprion clarkii,119.519687,-8.602195
Amphiprion clarkii,115.45614,-8.71521
Amphiprion ocellaris,115.455676,-8.715345
Amphiprion frenatus,127.733889,26.370278
Amphiprion melanopus,145.8475,-16.0175
Amphiprion barberi,-179.797682,-16.749324
Amphiprion akallopisos,39.165056,-5.990787
Amphiprion allardi,39.547203,-6.129334
Amphiprion sandaracinos,123.652966,12.362182
Amphiprion allardi,39.386741,-4.660299
Amphiprion akallopisos,39.363306,-4.654773
Amphiprion allardi,39.527269,-6.122231
Amphiprion frenatus,104.117558,2.295156
Amphiprion polymnus,104.117558,2.30473
Amphiprion ocellaris,115.600462,-8.280204
Amphiprion bicinctus,39.166099,20.834906
Amphiprion perideraion,115.659722,-8.338611
Amphiprion polymnus,115.611944,-8.295556
Amphiprion clarkii,106.613658,-5.745962
Amphiprion bicinctus,34.816146,25.20819
Amphiprion melanopus,146.005497,-16.517244
Amphiprion perideraion,146.006398,-16.518622
Amphiprion melanopus,146.006398,-16.518622
Amphiprion barberi,177.195045,-17.1684
Amphiprion bicinctus,34.2585,27.7252
Amphiprion clarkii,113.834678,-22.763936
Amphiprion melanopus,145.9729,-16.60543
Amphiprion allardi,32.894099,-26.83655
Amphiprion allardi,32.898592,-26.847778
Amphiprion nigripes,73.176968,1.640314
Amphiprion clarkii,145.9729,-16.60543
Amphiprion bicinctus,34.032801,26.572244
Amphiprion bicinctus,34.682332,25.468247
Amphiprion clarkii,58.737889,23.522291
Amphiprion clarkii,130.17,32.103889
Amphiprion melanopus,130.558467,-0.561397
Amphiprion melanopus,167.905093,-21.597947
Amphiprion ocellaris,120.198021,11.968539
Amphiprion ocellaris,118.86434,4.595825
Amphiprion perideraion,178.43397,-17.346455
Amphiprion chrysopterus,179.203703,-17.997958
Amphiprion chrysopterus,179.203703,-17.997958
Amphiprion akindynos,167.904436,-21.597178
Amphiprion perideraion,178.981742,-17.581088
Amphiprion clarkii,110.199143,18.577204
Amphiprion chrysopterus,179.069387,-17.118237
Amphiprion barberi,178.567512,-17.278278
Amphiprion perideraion,130.548542,-2.124229
Amphiprion perideraion,178.428538,-17.345445
Amphiprion sandaracinos,130.724704,-0.498999
Amphiprion leucokranos,130.724675,-0.498963
Amphiprion perideraion,179.915477,-16.790143
Amphiprion barberi,179.925213,-16.781583
Amphiprion ocellaris,130.76149,-2.030926
Amphiprion ocellaris,99.226578,7.463553
Amphiprion akallopisos,98.774643,7.743311
Amphiprion ocellaris,98.774643,7.743311
Amphiprion akindynos,167.444524,-22.662624
Amphiprion melanopus,167.119835,-20.787107
Amphiprion ocellaris,98.89827,7.433433
Amphiprion ocellaris,130.309872,-0.586079
Amphiprion perideraion,130.726196,-0.497292
Amphiprion ocellaris,130.309872,-0.586079
Amphiprion melanopus,130.309872,-0.586079
Amphiprion ocellaris,130.726196,-0.497292
Amphiprion clarkii,130.722437,-0.495572
Amphiprion clarkii,130.722437,-0.495572
Amphiprion clarkii,130.722437,-0.495572
Amphiprion clarkii,130.727524,-0.495966
Amphiprion clarkii,56.43799,26.13544
Amphiprion clarkii,56.43799,26.13544
Amphiprion ocellaris,118.695,4.21972
Amphiprion perideraion,118.681,4.19563
Amphiprion chrysopterus,123.759,9.89054
Amphiprion clarkii,123.759,9.89054
Amphiprion chrysopterus,123.759,9.89054
Amphiprion chrysopterus,123.759,9.89054
Amphiprion clarkii,123.759,9.89054
Amphiprion clarkii,123.759,9.89054
Amphiprion bicinctus,39.0687,21.7322
Amphiprion latezonatus,153.389664,-29.927979
Amphiprion ocellaris,119.375443,11.063556
Amphiprion clarkii,115.575118,-8.527327
Amphiprion ocellaris,115.595569,-8.277364
Amphiprion ocellaris,115.66054,-8.338105
Amphiprion perideraion,115.592715,-8.273648
Amphiprion clarkii,145.446058,-14.663896
Amphiprion clarkii,145.466937,-14.688909
Amphiprion clarkii,145.448195,-14.697484
Amphiprion clarkii,145.454247,-14.645454
Amphiprion percula,145.446058,-14.663896
Amphiprion clarkii,145.459482,-14.685985
Amphiprion clarkii,145.446659,-14.698872
Amphiprion clarkii,145.462229,-14.650447
Amphiprion melanopus,145.471335,-14.658706
Amphiprion percula,145.439957,-14.683929
Amphiprion clarkii,145.471335,-14.658706
Amphiprion clarkii,145.450049,-14.646977
Amphiprion akallopisos,97.651669,8.56222
Amphiprion ocellaris,120.956039,13.527696
Amphiprion sandaracinos,120.365636,11.906223
Amphiprion polymnus,124.117087,11.352494
Amphiprion frenatus,124.110572,11.348868
Amphiprion ocellaris,123.366869,9.957409
Amphiprion akindynos,153.266036,-30.205711
Amphiprion allardi,32.88883,-26.841207
Amphiprion akindynos,153.391466,-29.929429
Amphiprion latezonatus,153.391466,-29.929429
Amphiprion allardi,30.827,-30.245
Amphiprion allardi,30.8279,-30.2619
Amphiprion allardi,30.827,-30.245
Amphiprion chrysopterus,145.447644,-14.650866
Amphiprion clarkii,149.182388,-19.742102
Amphiprion melanopus,-171.445749,-14.046543
Amphiprion bicinctus,34.032876,26.572398
Amphiprion ocellaris,130.696667,-0.41
Amphiprion mccullochi,159.066572,-31.517282
Amphiprion mccullochi,159.066521,-31.51699
Amphiprion ocellaris,130.875664,-2.107183
Amphiprion mccullochi,159.063102,-31.531687
Amphiprion bicinctus,34.8406,25.1716
Amphiprion bicinctus,34.032726,26.572292
Amphiprion bicinctus,38.995802,22.430374
Amphiprion akindynos,152.711892,-24.108919
Amphiprion akindynos,152.711043,-24.110299
Amphiprion akindynos,152.710228,-24.110377
Amphiprion clarkii,123.848,9.56295
Amphiprion sandaracinos,123.848,9.56295
Amphiprion percula,123.848,9.56295
Amphiprion ocellaris,123.848,9.56295
Amphiprion frenatus,123.848,9.56295
Amphiprion bicinctus,123.688,9.51834
Amphiprion clarkii,123.688,9.51834
Amphiprion ocellaris,123.693,9.50694
Amphiprion frenatus,123.693,9.50694
Amphiprion clarkii,123.734,9.51236
Amphiprion clarkii,123.775,9.52588
Amphiprion percula,123.685,9.5292
Amphiprion percula,123.688,9.51834
Amphiprion percula,123.693,9.50694
Amphiprion bicinctus,123.797,9.536
Amphiprion sandaracinos,123.688,9.51834
Amphiprion clarkii,123.693,9.50694
Amphiprion sandaracinos,123.693,9.50694
Amphiprion sandaracinos,123.775,9.52588
Amphiprion sandaracinos,123.741,9.60094
Amphiprion ocellaris,123.775,9.52588
Amphiprion sandaracinos,123.797,9.536
Amphiprion clarkii,123.797,9.536
Amphiprion frenatus,123.797,9.536
Amphiprion clarkii,123.714,9.559
Amphiprion frenatus,123.741,9.60094
Amphiprion bicinctus,123.714,9.559
Amphiprion frenatus,123.775,9.52588
Amphiprion ocellaris,123.741,9.60094
Amphiprion bicinctus,33.9239,27.027
Amphiprion bicinctus,33.9114,26.9932
Amphiprion ocellaris,123.688,9.51834
Amphiprion percula,123.797,9.536
Amphiprion frenatus,123.688,9.51834
Amphiprion clarkii,123.741,9.60094
Amphiprion percula,123.714,9.559
Amphiprion ocellaris,123.734,9.51236
Amphiprion akindynos,152.710228,-24.110377
Amphiprion perideraion,114.11807,-21.798248
Amphiprion ocellaris,123.82125,24.408139
Amphiprion bicinctus,39.052442,22.277401
Amphiprion ocellaris,119.871381,-8.462358
Amphiprion rubrocinctus,113.959384,-21.91411
Amphiprion barberi,178.090592,-18.394872
Amphiprion ocellaris,123.688958,9.515133
Amphiprion perideraion,179.0712,-17.122003
Amphiprion barberi,178.552445,-17.136158
Amphiprion chrysopterus,178.515372,-17.161617
Amphiprion polymnus,123.687491,9.520246
Amphiprion chrysopterus,178.435425,-17.35592
Amphiprion perideraion,123.793294,9.548408
Amphiprion perideraion,179.203278,-17.999155
Amphiprion perideraion,179.203278,-17.999155
Amphiprion chrysopterus,179.203278,-17.999155
Amphiprion chrysopterus,145.669064,18.725033
Amphiprion chrysopterus,145.669064,18.725033
Amphiprion clarkii,144.704281,13.240796
Amphiprion clarkii,144.866672,13.4744
Amphiprion perideraion,144.775547,13.323921
Amphiprion clarkii,144.866672,13.4744
Amphiprion chrysopterus,144.76813,13.497404
Amphiprion melanopus,144.815318,13.560682
Amphiprion perideraion,144.775547,13.323921
Amphiprion melanopus,144.815318,13.560682
Amphiprion chrysopterus,144.649249,13.254869
Amphiprion melanopus,144.815318,13.560682
Amphiprion chrysopterus,144.649249,13.254869
Amphiprion clarkii,144.655364,13.298409
Amphiprion chrysopterus,144.818413,13.565543
Amphiprion chrysopterus,144.900122,13.627403
Amphiprion melanopus,144.815318,13.560682
Amphiprion chrysopterus,144.818413,13.565543
Amphiprion chrysopterus,144.643471,13.311801
Amphiprion chrysopterus,144.649249,13.254869
Amphiprion chrysopterus,144.900122,13.627403
Amphiprion chrysopterus,144.649249,13.254869
Amphiprion chrysopterus,144.643471,13.311801
Amphiprion chrysopterus,144.900122,13.627403
Amphiprion chrysopterus,145.798806,18.166786
Amphiprion chrysopterus,145.798806,18.166786
Amphiprion melanopus,145.1679,14.11945
Amphiprion melanopus,145.1679,14.11945
Amphiprion melanopus,145.1679,14.11945
Amphiprion chrysopterus,145.234235,14.143108
Amphiprion chrysopterus,145.719648,15.255803
Amphiprion chrysopterus,145.719648,15.255803
Amphiprion chrysopterus,145.778251,15.263476
Amphiprion chrysopterus,145.778251,15.263476
Amphiprion clarkii,145.621256,15.079511
Amphiprion melanopus,145.607417,14.987497
Amphiprion barberi,178.427933,-17.350412
Amphiprion bicinctus,40.937129,18.601712
Amphiprion bicinctus,40.399957,19.793186
Amphiprion barberi,178.090149,-18.408792
Amphiprion ocellaris,34.9736,29.4311
Amphiprion ocellaris,34.973,29.4297
Amphiprion ocellaris,34.9736,29.4311
Amphiprion akallopisos,32.678604,-27.53556
Amphiprion ocellaris,115.507,-8.67253
Amphiprion polymnus,123.247375,9.148537
Amphiprion allardi,32.678055,-27.536016
Amphiprion frenatus,123.798429,24.418816
Amphiprion ocellaris,123.798429,24.418816
Amphiprion frenatus,123.725,24.333333
Amphiprion clarkii,159.874545,-9.385419
Amphiprion perideraion,159.874419,-9.384395
Amphiprion melanopus,159.874592,-9.385641
Amphiprion perideraion,128.4,27.05
Amphiprion ocellaris,128.415833,27.0575
Amphiprion perideraion,128.412222,27.063056
Amphiprion perideraion,128.412222,27.063056
Amphiprion ocellaris,128.415833,27.0575
Amphiprion frenatus,128.415,27.065278
Amphiprion frenatus,128.415,27.065278
Amphiprion clarkii,145.404326,19.708549
Amphiprion chrysopterus,145.418492,19.698767
Amphiprion chrysopterus,145.418492,19.698767
Amphiprion chrysopterus,145.418492,19.698767
Amphiprion chrysopterus,145.418492,19.698767
Amphiprion clarkii,145.404326,19.708549
Amphiprion chrysopterus,145.227793,20.014688
Amphiprion clarkii,145.234002,20.012537
Amphiprion clarkii,145.235919,20.029134
Amphiprion chrysopterus,145.753865,18.129283
Amphiprion chrysopterus,145.753865,18.129283
Amphiprion clarkii,145.756661,15.123329
Amphiprion clarkii,145.756661,15.123329
Amphiprion ocellaris,123.364729,9.948767
Amphiprion ocellaris,123.364743,9.948827
Amphiprion akindynos,152.718724,-24.115017
Amphiprion frenatus,123.366407,9.944645
Amphiprion clarkii,56.25,26.251546
Amphiprion akindynos,152.71812,-24.115442
Amphiprion melanopus,152.711683,-24.110545
Amphiprion melanopus,152.711597,-24.11078
Amphiprion sandaracinos,123.366706,9.9448
Amphiprion clarkii,134.215333,7.336667
Amphiprion melanopus,152.711811,-24.110506
Amphiprion melanopus,152.717862,-24.115363
Amphiprion akindynos,152.717605,-24.115403
Amphiprion melanopus,134.420483,7.294133
Amphiprion bicinctus,34.002091,26.841868
Amphiprion bicinctus,34.003185,26.843476
Amphiprion ocellaris,103.744996,1.224971
Amphiprion frenatus,103.745173,1.225105
Amphiprion bicinctus,34.002176,26.843093
Amphiprion clarkii,134.2245,7.131155
Amphiprion chrysopterus,134.2245,7.131155
Amphiprion perideraion,134.36455,7.111333
Amphiprion chrysopterus,134.36455,7.111333
Amphiprion clarkii,134.2804,7.126083
Amphiprion melanopus,134.4395,7.340367
Amphiprion bicinctus,33.991098,26.836998
Amphiprion bicinctus,34.111519,26.654449
Amphiprion bicinctus,34.111519,26.654449
Amphiprion clarkii,134.2804,7.126083
Amphiprion chrysopterus,134.222305,7.137803
Amphiprion chrysopterus,134.23785,7.1033
Amphiprion perideraion,134.23785,7.1033
Amphiprion clarkii,134.245663,7.2709
Amphiprion ocellaris,115.640373,-8.316645
Amphiprion clarkii,115.485535,-8.676742
Amphiprion clarkii,115.493088,-8.674027
Amphiprion clarkii,115.586232,-8.241436
Amphiprion clarkii,115.595199,-8.277028
Amphiprion ocellaris,115.595157,-8.277028
Amphiprion clarkii,115.595076,-8.27707
Amphiprion clarkii,131.924146,32.723028
Amphiprion clarkii,134.2804,7.126083
Amphiprion clarkii,128.400556,27.051944
Amphiprion clarkii,130.483333,30.45
Amphiprion frenatus,128.400556,27.051944
Amphiprion frenatus,128.413056,27.048333
Amphiprion frenatus,128.413056,27.048333
